Code_commune,COM,NotePop,NoteSanté,NoteRestauration,NoteServicePubl,NoteService,NoteTransport,NoteActivités,NoteCouv,NotePrix
18201,Saint-Caprais,2,1,2,1,4,2,4,5,2
18204,Saint-Denis-de-Palin,1,1,1,1,3,1,4,1,2
18205,Saint-Doulchard,4,5,5,1,5,5,5,4,4
18206,Saint-Éloy-de-Gy,3,4,4,1,5,4,4,2,4
18207,Saint-Florent-sur-Cher,4,5,4,3,5,5,5,5,3
18208,Sainte-Gemme-en-Sancerrois,1,1,2,1,4,2,2,1,1
18209,Saint-Georges-de-Poisieux,1,1,1,1,4,2,4,1,1
18210,Saint-Georges-sur-la-Prée,2,1,1,1,4,2,4,1,3
18211,Saint-Georges-sur-Moulon,2,1,2,1,4,3,4,5,3
18212,Saint-Germain-des-Bois,2,1,2,1,4,2,3,1,2
18213,Saint-Germain-du-Puy,4,5,5,1,5,5,5,3,3
18214,Saint-Hilaire-de-Court,2,1,2,1,4,2,3,1,1
18215,Saint-Hilaire-de-Gondilly,1,1,1,1,4,1,2,1,1
18216,Saint-Hilaire-en-Lignières,2,1,2,1,4,2,2,1,1
18217,Saint-Jeanvrin,1,1,1,1,1,1,2,1,2
18218,Saint-Just,2,2,3,1,4,3,4,1,3
18219,Saint-Laurent,2,1,1,1,3,3,4,1,2
18220,Saint-Léger-le-Petit,1,1,1,1,4,1,3,5,1
18221,Saint-Loup-des-Chaumes,1,1,1,1,2,2,3,1,4
18223,Saint-Martin-d'Auxigny,3,5,4,3,5,4,4,5,2
18224,Saint-Martin-des-Champs,1,1,2,1,4,3,1,5,3
18225,Saint-Maur,1,1,1,1,4,1,3,1,2
18226,Saint-Michel-de-Volangis,1,1,1,1,2,3,3,4,4
18227,Sainte-Montaine,1,1,1,1,4,2,4,1,4
18228,Saint-Outrille,1,1,2,1,4,1,3,1,2
18229,Saint-Palais,2,1,3,1,4,2,4,4,4
18230,Saint-Pierre-les-Bois,1,1,4,1,1,3,1,1,1
18231,Saint-Pierre-les-Étieux,2,1,2,1,4,2,4,1,2
18232,Saint-Priest-la-Marche,1,1,1,1,3,2,4,1,1
18233,Saint-Satur,3,4,4,3,5,5,4,1,2
18234,Saint-Saturnin,1,1,2,1,4,4,4,1,2
18235,Sainte-Solange,3,4,2,1,4,4,4,5,2
18236,Saint-Symphorien,1,1,2,1,3,1,1,1,3
18237,Sainte-Thorette,1,2,2,1,4,2,4,5,2
18238,Saint-Vitte,1,1,1,1,2,2,3,1,1
18240,Sancergues,2,4,3,4,5,4,4,5,1
18241,Sancerre,3,5,4,4,5,5,4,1,4
18242,Sancoins,3,5,4,4,5,5,4,5,2
18243,Santranges,1,1,1,1,4,4,3,1,1
18245,Saulzais-le-Potier,2,4,1,4,4,4,4,1,3
18246,Savigny-en-Sancerre,3,4,4,1,5,4,4,1,2
18247,Savigny-en-Septaine,2,1,3,1,4,4,4,1,3
18248,Senneçay,1,1,1,1,4,2,4,1,4
18249,Sens-Beaujeu,1,1,1,1,4,4,2,1,1
18252,Sidiailles,1,1,1,1,4,2,4,1,1
18253,Soulangis,2,1,1,1,4,3,4,1,4
18254,Soye-en-Septaine,2,1,3,1,4,2,4,1,3
18255,Le Subdray,3,2,3,1,4,4,4,4,3
18256,Subligny,1,1,2,1,4,3,4,1,3
18257,Sury-près-Léré,2,2,1,1,4,3,4,1,2
18258,Sury-en-Vaux,2,2,2,1,4,4,4,1,4
18259,Sury-ès-Bois,1,1,3,1,4,1,3,1,1
18261,Thaumiers,1,1,1,1,4,2,2,1,3
18262,Thauvenay,1,1,2,1,3,4,2,1,1
18263,Thénioux,2,1,3,1,4,3,2,1,2
18264,Thou,1,1,1,1,2,1,2,1,2
18265,Torteron,2,3,1,1,4,3,4,1,2
18266,Touchay,1,2,1,1,4,2,4,1,2
18267,Trouy,3,5,2,1,5,4,4,4,3
18268,Uzay-le-Venon,1,1,1,1,4,2,4,1,2
18269,Vailly-sur-Sauldre,2,4,2,2,5,4,4,1,2
18270,Vallenay,2,4,2,1,4,4,4,1,1
18271,Vasselay,3,2,3,1,5,4,4,5,4
18272,Veaugues,2,4,3,1,4,4,4,1,2
18273,Venesmes,2,2,1,1,4,4,4,1,2
18274,Verdigny,1,1,2,1,2,2,2,1,1
18275,Vereaux,1,1,3,1,4,1,4,1,1
18276,Vernais,1,1,1,1,3,1,2,1,2
18277,Verneuil,1,1,1,1,4,1,1,1,2
18278,Vesdun,2,4,3,1,4,4,4,1,2
18279,Vierzon,5,5,5,4,5,5,5,3,4
18280,Vignoux-sous-les-Aix,2,1,2,1,4,4,4,5,2
18281,Vignoux-sur-Barangeon,3,4,4,1,5,4,4,3,2
18282,Villabon,2,1,1,1,4,3,2,1,2
18284,Villegenon,1,2,2,1,3,2,1,1,3
18285,Villeneuve-sur-Cher,1,1,2,1,4,2,1,1,2
18286,Villequiers,1,1,2,1,4,2,3,1,1
18287,Vinon,1,1,1,1,4,3,3,1,3
18288,Vorly,1,1,1,1,4,2,2,1,2
18289,Vornay,2,1,1,1,4,2,4,1,2
18290,Vouzeron,2,2,3,1,4,4,4,1,5
19100,Lagraulière,3,4,3,1,4,4,4,1,3
19101,Laguenne-sur-Avalouze,3,4,3,1,5,4,5,4,2
19101,Laguenne,3,4,3,1,5,4,5,4,2
19102,Lamazière-Basse,1,1,3,1,2,3,4,2,1
19103,Lamazière-Haute,1,1,1,1,1,1,4,1,4
19104,Lamongerie,1,1,2,1,3,1,4,1,2
19105,Lanteuil,2,3,4,1,4,4,4,5,2
19106,Lapleau,1,4,1,2,4,4,4,1,2
19107,Larche,3,5,4,3,5,4,4,1,4
19110,Latronche,1,1,2,1,2,1,1,1,3
19111,Laval-sur-Luzège,1,1,1,1,2,1,4,1,2
19113,Liginiac,2,4,3,1,4,4,4,1,3
19115,Ligneyrac,1,2,1,1,4,2,1,1,4
19116,Liourdres,1,1,1,1,4,1,3,1,3
19117,Lissac-sur-Couze,2,1,4,1,4,2,4,1,3
19118,Le Lonzac,2,4,3,1,5,4,4,1,2
19119,Lostanges,1,1,1,1,3,1,2,1,1
19120,Louignac,1,1,1,1,4,2,2,1,2
19121,Lubersac,3,5,4,3,5,5,4,1,2
19122,Madranges,1,1,1,1,3,1,4,1,1
19123,Malemort,4,5,5,2,5,5,5,3,3
19123,Malemort-sur-Corrèze,4,5,5,2,5,5,5,3,3
19124,Mansac,3,5,3,3,5,4,4,1,4
19125,Marcillac-la-Croisille,2,4,4,4,5,4,4,4,3
19126,Marcillac-la-Croze,1,1,1,1,4,2,4,1,3
19128,Margerides,1,1,3,1,4,2,1,1,2
19129,Masseret,2,4,3,1,5,4,4,1,2
19130,Maussac,1,1,2,1,4,4,4,1,2
19131,Meilhards,2,2,2,1,4,4,4,1,4
19132,Ménoire,1,1,1,1,4,1,3,1,2
19133,Mercœur,1,2,2,3,4,2,3,1,2
19134,Merlines,2,4,3,1,4,4,4,1,3
19135,Mestes,1,1,2,1,2,3,3,1,3
19136,Meymac,3,5,4,3,5,5,5,1,2
19137,Meyrignac-l'Église,1,1,3,1,2,1,3,1,2
19138,Meyssac,3,5,4,3,5,5,4,1,3
19139,Millevaches,1,2,2,1,3,1,1,1,1
19140,Monceaux-sur-Dordogne,2,3,4,1,5,3,4,1,3
19141,Monestier-Merlines,1,4,1,1,3,2,3,1,5
19142,Monestier-Port-Dieu,1,1,1,1,3,1,2,1,4
19143,Montaignac-Saint-Hippolyte,2,1,2,1,4,4,4,1,1
19144,Montgibaud,1,1,2,1,4,2,4,5,2
19145,Moustier-Ventadour,2,1,1,1,4,3,3,1,3
19146,Naves,3,4,2,1,5,4,4,3,2
19147,Nespouls,2,4,3,1,4,4,4,1,4
19148,Neuvic,3,5,4,4,5,5,5,2,1
19149,Neuville,1,1,1,1,3,1,3,1,3
19150,Noailhac,1,1,1,1,4,3,2,1,4
19151,Noailles,2,1,3,1,5,4,4,2,3
19152,Nonards,1,1,2,1,4,4,4,1,4
19153,Objat,3,5,5,3,5,5,5,1,4
19154,Orgnac-sur-Vézère,1,1,1,1,4,2,4,1,4
19155,Orliac-de-Bar,1,2,2,1,4,2,2,1,1
19156,Palazinges,1,1,1,1,2,1,2,1,3
19157,Palisse,1,1,1,1,4,2,2,5,3
19158,Pandrignes,1,1,2,1,3,2,2,1,2
19159,Péret-Bel-Air,1,1,1,1,1,1,4,1,2
19160,Pérols-sur-Vézère,1,1,2,1,4,2,4,1,1
19161,Perpezac-le-Blanc,1,1,2,1,4,3,4,1,3
19162,Perpezac-le-Noir,3,4,2,1,5,4,4,1,2
19163,Le Pescher,1,1,1,1,4,3,4,1,3
19164,Peyrelevade,2,4,2,1,5,4,4,1,1
19165,Peyrissac,1,1,1,1,3,1,2,1,3
19166,Pierrefitte,1,1,1,1,3,1,3,1,2
19168,Pradines,1,1,2,1,1,1,3,1,1
19169,Puy-d'Arnac,1,1,1,1,4,2,3,1,2
19170,Queyssac-les-Vignes,1,1,2,1,4,2,3,1,4
19172,Rilhac-Treignac,1,1,2,1,4,1,3,1,2
19173,Rilhac-Xaintrie,1,2,1,1,4,3,4,1,2
19174,La Roche-Canillac,1,3,1,1,4,4,4,1,1
19175,Roche-le-Peyroux,1,1,1,1,1,1,4,1,2
19176,Rosiers-d'Égletons,3,4,1,1,4,4,4,1,3
19178,Sadroc,2,4,2,1,5,4,4,1,3
19179,Saillac,1,1,1,1,4,2,1,1,3
19180,Saint-Angel,2,1,1,1,4,4,4,1,1
19181,Saint-Augustin,1,1,2,1,4,4,4,1,1
19182,Saint-Aulaire,2,4,4,1,5,4,4,1,3
19184,Saint-Bazile-de-Meyssac,1,1,1,1,2,1,1,1,2
19186,Saint-Bonnet-Elvert,1,1,1,1,3,1,2,1,2
19187,Saint-Bonnet-la-Rivière,1,3,2,1,4,1,3,1,1
19188,Saint-Bonnet-l'Enfantier,1,1,1,1,4,3,2,1,3
19189,Saint-Bonnet-les-Tours-de-Merle,1,1,1,1,1,1,2,5,1
19190,Saint-Bonnet-près-Bort,1,1,1,1,2,2,2,4,2
19191,Saint-Cernin-de-Larche,2,1,1,1,5,3,4,1,3
19192,Saint-Chamant,1,4,1,1,4,4,4,1,1
19193,Saint-Cirgues-la-Loutre,1,1,3,1,3,2,4,1,3
19194,Saint-Clément,3,3,2,1,5,4,4,1,2
19195,Saint-Cyprien,1,1,1,1,3,1,4,1,4
19196,Saint-Cyr-la-Roche,2,1,1,1,4,3,2,1,2
19198,Saint-Éloy-les-Tuileries,1,1,1,1,4,1,1,1,2
19199,Saint-Étienne-aux-Clos,1,1,2,1,4,2,3,1,2
19200,Saint-Étienne-la-Geneste,1,1,3,1,1,1,1,1,3
19201,Saint-Exupéry-les-Roches,2,1,3,1,4,4,4,5,3
19202,Sainte-Féréole,3,4,3,3,5,4,4,1,4
19203,Sainte-Fortunade,3,4,4,1,5,4,4,1,2
19205,Saint-Geniez-ô-Merle,1,2,1,1,4,1,4,1,3
19206,Saint-Germain-Lavolps,1,1,1,1,2,1,1,1,1
19207,Saint-Germain-les-Vergnes,3,3,1,1,4,4,4,1,4
19208,Saint-Hilaire-Foissac,1,1,1,1,2,1,3,1,1
19209,Saint-Hilaire-les-Courbes,1,1,2,1,4,1,2,5,1
19211,Saint-Hilaire-Peyroux,2,4,3,1,5,4,4,1,2
19212,Saint-Hilaire-Taurieux,1,1,1,1,3,1,2,1,2
19213,Saint-Jal,2,2,2,1,4,3,4,1,2
19214,Saint-Julien-aux-Bois,1,2,2,1,4,2,4,1,1
19215,Saint-Julien-le-Pèlerin,1,1,1,1,3,1,2,2,2
19216,Saint-Julien-le-Vendômois,1,1,1,1,4,2,1,1,2
19217,Saint-Julien-Maumont,1,2,1,1,2,1,3,1,3
19219,Sainte-Marie-Lapanouze,1,1,2,1,1,1,1,1,1
19220,Saint-Martial-de-Gimel,1,2,4,1,4,3,4,1,2
19221,Saint-Martial-Entraygues,1,1,1,1,4,1,2,5,2
19222,Saint-Martin-la-Méanne,1,4,1,1,4,3,4,5,4
19223,Saint-Martin-Sepert,1,1,1,1,4,2,3,1,3
19225,Saint-Merd-de-Lapleau,1,1,1,1,4,1,4,1,2
19226,Saint-Merd-les-Oussines,1,1,1,1,1,1,4,1,1
19227,Saint-Mexant,3,5,2,1,5,4,4,1,4
19228,Saint-Pantaléon-de-Lapleau,1,1,3,1,3,1,4,1,4
19229,Saint-Pantaléon-de-Larche,3,5,4,1,5,5,4,1,3
19230,Saint-Pardoux-Corbier,1,1,2,1,2,3,4,1,3
19231,Saint-Pardoux-la-Croisille,1,1,1,1,4,4,4,1,1
19232,Saint-Pardoux-le-Neuf,1,1,1,1,1,1,2,1,1
19233,Saint-Pardoux-le-Vieux,1,3,1,1,4,2,4,1,2
19234,Saint-Pardoux-l'Ortigier,1,1,1,1,4,3,4,1,2
19235,Saint-Paul,1,1,1,1,4,4,3,1,3
19236,Saint-Priest-de-Gimel,1,4,2,1,4,4,4,1,1
19237,Saint-Privat,3,5,4,4,5,4,4,1,3
19238,Saint-Rémy,1,1,1,1,4,2,3,1,1
19239,Saint-Robert,1,3,4,1,4,4,4,1,4
19240,Saint-Salvadour,1,1,2,1,4,2,4,1,1
19241,Saint-Setiers,1,3,3,1,4,1,2,1,1
19242,Saint-Solve,1,4,2,1,4,2,2,1,3
19243,Saint-Sornin-Lavolps,2,4,4,1,5,4,4,1,3
19244,Saint-Sulpice-les-Bois,1,1,1,1,1,1,2,1,1
19245,Saint-Sylvain,1,1,1,1,4,1,3,1,1
19246,Saint-Viance,3,4,2,1,5,4,4,2,3
19247,Saint-Victour,1,3,1,1,2,1,4,1,2
19248,Saint-Ybard,2,2,2,3,4,4,4,1,3
19249,Saint-Yrieix-le-Déjalat,1,1,2,1,4,2,4,1,2
19250,Salon-la-Tour,2,1,2,1,4,4,4,1,2
19251,Sarran,1,1,2,1,4,3,4,1,1
19252,Sarroux - Saint Julien,2,1,4,1,4,3,4,4,2
19252,Sarroux,1,1,4,1,4,3,4,4,2
19253,Segonzac,1,1,1,1,4,2,2,1,4
19254,Ségur-le-Château,1,1,3,1,4,2,2,1,4
19255,Seilhac,3,5,4,3,5,5,4,1,2
19256,Sérandon,1,1,2,1,4,2,3,1,1
19257,Sérilhac,1,1,1,1,4,2,3,1,2
19258,Servières-le-Château,2,4,4,1,4,4,5,1,1
19259,Sexcles,1,1,1,1,4,2,4,5,1
19260,Sioniac,1,1,1,1,2,2,4,1,1
19261,Sornac,2,5,4,4,4,4,4,1,2
19262,Soudaine-Lavinadière,1,2,1,1,4,1,2,1,4
19263,Soudeilles,1,1,1,1,3,3,2,1,1
19264,Soursac,2,4,1,1,4,4,4,1,1
19265,Tarnac,1,1,1,1,4,3,4,1,2
19266,Thalamy,1,1,1,1,2,1,2,1,2
19268,Toy-Viam,1,1,1,1,1,1,2,1,1
19269,Treignac,3,5,4,3,5,5,5,1,1
19270,Troche,2,1,2,1,4,4,4,1,2
19271,Tudeils,1,1,1,1,4,1,3,1,4
19272,Tulle,5,5,5,5,5,5,5,4,4
19273,Turenne,2,4,4,1,4,4,4,1,4
19274,Ussac,3,5,4,1,5,4,4,3,4
19275,Ussel,5,5,5,4,5,5,5,2,3
19276,Uzerche,3,5,5,3,5,5,5,1,4
19277,Valiergues,1,1,1,1,1,2,2,1,2
19278,Varetz,3,5,4,1,5,4,4,1,3
19279,Vars-sur-Roseix,1,2,2,1,4,3,4,1,2
19280,Végennes,1,1,1,1,1,1,2,1,4
19281,Veix,1,1,1,1,2,1,3,1,1
19283,Veyrières,1,1,1,1,1,1,2,1,1
19284,Viam,1,1,2,1,3,1,4,2,1
19285,Vigeois,3,4,4,3,5,4,4,1,4
19286,Vignols,2,3,1,3,4,3,4,1,1
19287,Vitrac-sur-Montane,1,1,3,1,4,4,3,1,3
19288,Voutezac,3,1,3,1,4,4,4,1,2
19289,Yssandon,2,3,1,1,4,4,4,1,2
21101,Braux,1,1,1,1,3,2,2,1,3
21103,Brazey-en-Plaine,3,5,4,1,5,4,4,1,4
21104,Brémur-et-Vaurois,1,1,1,1,4,1,1,1,1
21105,Bressey-sur-Tille,3,1,1,1,4,4,4,2,4
21106,Bretenière,2,3,2,1,5,4,4,2,3
21107,Bretigny,2,2,1,1,4,4,4,1,4
21108,Brianny,1,1,1,1,2,1,1,1,2
21109,Brion-sur-Ource,1,1,2,1,4,2,3,1,1
21110,Brochon,2,2,3,1,4,4,4,1,4
21111,Brognon,1,1,2,1,3,3,3,1,4
21112,Broin,1,1,1,1,3,3,2,1,3
21113,Broindon,1,1,1,1,2,1,1,1,3
21114,Buffon,1,1,1,1,3,2,4,1,1
21115,Buncey,1,1,2,1,4,4,1,1,3
21116,Bure-les-Templiers,1,2,2,1,4,2,2,1,1
21120,La Bussière-sur-Ouche,1,1,2,1,4,2,1,1,4
21121,Bussy-la-Pesle,1,2,1,1,4,1,1,1,2
21122,Bussy-le-Grand,1,1,3,1,4,1,1,1,4
21125,Cérilly,1,1,1,1,4,1,2,1,2
21126,Cessey-sur-Tille,2,1,2,1,4,4,4,1,3
21127,Chaignay,2,2,1,1,4,2,4,1,4
21128,Chailly-sur-Armançon,1,2,1,1,4,1,4,1,1
21129,Chambain,1,1,1,1,2,1,1,1,2
21130,Chambeire,1,1,2,1,4,2,2,1,3
21131,Chamblanc,2,1,1,1,4,3,2,1,2
21132,Chambœuf,1,1,1,1,4,2,2,1,4
21133,Chambolle-Musigny,1,1,3,1,4,1,2,1,4
21134,Chamesson,1,2,1,1,4,2,4,1,1
21135,Champagne-sur-Vingeanne,1,1,2,1,4,1,1,1,1
21137,Champ-d'Oiseau,1,1,1,1,2,1,1,1,1
21138,Champdôtre,2,1,2,1,4,3,4,1,2
21139,Champeau-en-Morvan,1,1,1,1,4,1,1,1,2
21142,Chanceaux,1,1,1,1,4,2,4,1,1
21148,Charrey-sur-Saône,1,1,2,1,4,1,2,1,2
21150,Chassagne-Montrachet,1,1,3,1,4,2,4,1,4
21151,Chassey,1,1,1,1,3,1,1,1,2
21152,Châteauneuf,1,1,4,1,4,2,1,1,1
21153,Châtellenot,1,1,1,1,2,1,2,1,3
21154,Châtillon-sur-Seine,4,5,5,4,5,5,5,1,3
21158,Chaume-et-Courchamp,1,1,1,1,4,1,1,1,2
21159,La Chaume,1,1,2,1,1,1,1,1,1
21161,Chaumont-le-Bois,1,1,1,1,1,1,2,1,2
21162,Chaux,1,2,2,1,4,1,4,1,4
21163,Chazeuil,1,1,2,1,4,2,4,1,2
21164,Chazilly,1,1,1,1,2,1,1,1,1
21166,Chenôve,5,5,5,3,5,5,5,5,4
21167,Cheuge,1,1,1,1,2,1,1,1,4
21168,Chevannay,1,1,1,1,3,1,3,1,1
21169,Chevannes,1,1,1,1,3,1,2,1,3
21170,Chevigny-en-Valière,1,1,1,1,4,3,2,1,3
21171,Chevigny-Saint-Sauveur,5,5,5,1,5,5,5,4,4
21172,Chivres,1,1,1,1,2,3,1,1,3
21173,Chorey-les-Beaune,2,1,2,1,4,2,3,1,4
21175,Cirey-lès-Pontailler,1,1,1,1,2,1,1,1,3
21176,Civry-en-Montagne,1,1,1,1,4,2,3,1,3
21177,Clamerey,1,1,2,1,4,2,1,1,4
21178,Valforêt,1,1,2,1,4,1,3,1,4
21178,Clémencey,1,1,2,1,4,1,3,1,4
21179,Clénay,2,1,1,1,4,2,4,1,4
21180,Cléry,1,1,1,1,2,4,2,1,2
21181,Clomot,1,1,2,1,3,2,2,1,2
21182,Collonges-lès-Bévy,1,1,4,1,3,1,1,1,4
21183,Collonges-lès-Premières,2,1,1,1,4,4,4,1,4
21184,Colombier,1,1,1,1,2,1,1,1,1
21185,Combertault,2,1,3,1,4,4,3,1,3
21186,Comblanchien,2,1,3,1,4,4,4,1,3
21187,Commarin,1,1,3,1,2,3,1,1,2
21189,Corberon,1,1,1,1,4,2,1,3,3
21190,Corcelles-les-Arts,1,1,1,1,4,3,3,2,4
21191,Corcelles-lès-Cîteaux,2,1,3,1,4,4,4,1,3
21192,Corcelles-les-Monts,2,1,1,1,4,1,4,1,4
21193,Corgengoux,1,1,2,1,4,2,2,1,3
21194,Corgoloin,2,3,1,1,5,4,4,1,4
21195,Cormot-Vauchignon,1,1,1,1,4,2,1,1,3
21196,Corpeau,2,1,3,1,5,4,3,1,3
21198,Corrombles,1,1,1,1,4,1,1,1,2
21200,Couchey,3,4,1,1,5,4,4,1,4
21201,Coulmier-le-Sec,1,1,2,1,4,4,3,5,2
21202,Courban,1,1,1,1,4,2,1,1,1
21203,Courcelles-Frémoy,1,1,1,1,3,1,1,1,4
21204,Courcelles-lès-Montbard,1,1,1,1,2,2,1,1,4
21205,Courcelles-lès-Semur,1,1,3,1,3,1,1,1,2
21208,Courtivron,1,1,2,1,4,2,1,1,4
21209,Couternon,3,4,1,1,5,4,4,1,4
21210,Créancey,2,2,4,1,5,4,3,1,3
21211,Crécey-sur-Tille,1,1,1,1,2,1,1,1,2
21212,Crépand,1,2,1,1,4,3,1,1,1
21213,Crimolois,2,1,3,1,4,2,4,2,4
21214,Crugey,1,1,1,1,4,1,3,1,1
21215,Cuiserey,1,1,1,1,3,1,1,1,4
21216,Culètre,1,1,1,1,2,1,1,1,3
21218,Curtil-Saint-Seine,1,1,1,1,4,1,1,1,2
21219,Curtil-Vergy,1,1,2,1,1,1,2,1,4
21220,Cussey-les-Forges,1,1,1,1,3,1,1,1,1
21222,Cussy-le-Châtel,1,1,1,1,4,1,1,1,1
21223,Daix,3,4,4,1,4,4,4,5,4
21224,Dampierre-en-Montagne,1,1,1,1,1,1,2,1,1
21226,Darcey,1,1,2,1,4,3,4,1,3
21227,Darois,2,4,2,1,4,4,4,1,4
21228,Détain-et-Bruant,1,1,1,1,4,1,1,1,4
21230,Diénay,1,1,1,1,2,2,3,1,4
21231,Dijon,7,5,5,5,5,5,5,5,4
21232,Dompierre-en-Morvan,1,1,1,1,4,1,1,1,1
21233,Drambon,1,1,1,1,4,1,1,1,3
21234,Drée,1,1,1,1,2,1,1,1,3
21235,Duesme,1,1,1,1,3,1,1,1,1
21236,Ébaty,1,1,1,1,3,2,1,1,2
21237,Échalot,1,1,1,1,3,1,1,1,1
21239,Échenon,2,1,1,1,4,4,3,1,3
21240,Échevannes,1,1,1,1,4,1,1,1,3
21241,Échevronne,1,1,2,1,4,1,2,1,4
21242,Échigey,1,1,1,1,4,1,1,1,1
21244,Éguilly,1,1,1,1,3,2,1,1,4
21245,Épagny,1,1,2,1,4,2,1,1,4
21246,Épernay-sous-Gevrey,1,1,1,1,3,1,1,1,4
21247,Époisses,2,4,4,1,5,4,4,1,2
21248,Éringes,1,1,1,1,2,1,1,1,1
21249,Esbarres,2,1,1,1,4,3,1,1,3
21250,Essarois,1,1,1,1,3,1,2,1,1
21251,Essey,1,3,1,1,4,2,4,1,3
21252,Étais,1,1,1,1,2,1,1,5,4
21253,Étalante,1,2,1,1,4,1,2,1,1
21254,L' Étang-Vergy,1,1,1,1,2,4,3,1,3
21255,Étaules,1,2,1,1,3,1,4,1,1
21256,Étevaux,1,1,1,1,2,1,3,1,3
21258,Étrochey,1,2,1,1,2,1,2,1,2
21259,Fain-lès-Montbard,1,1,2,1,4,4,3,1,2
21260,Fain-lès-Moutiers,1,1,1,1,3,1,1,1,2
21261,Fauverney,2,2,2,1,4,4,4,1,4
21263,Fénay,3,4,2,1,5,4,4,2,4
21264,Le Fête,1,1,2,1,1,1,1,1,2
21265,Fixin,2,1,4,1,5,3,4,1,4
21266,Flacey,1,1,1,1,4,1,1,1,3
21267,Flagey-Echézeaux,1,1,2,1,4,2,1,1,4
21268,Flagey-lès-Auxonne,1,1,1,1,4,2,2,1,2
21269,Flammerans,1,1,3,1,4,2,4,1,2
21271,Flavigny-sur-Ozerain,1,2,3,1,4,4,1,1,3
21272,Le Val-Larrey,1,1,2,1,3,2,1,1,2
21272,Flée,1,1,2,1,3,2,1,1,2
21273,Fleurey-sur-Ouche,3,5,3,3,5,4,4,1,3
21274,Foissy,1,1,2,1,4,1,1,1,1
21275,Foncegrive,1,1,1,1,3,2,1,1,3
21277,Fontaine-Française,2,5,4,2,5,4,4,1,2
21278,Fontaine-lès-Dijon,4,5,5,1,5,5,5,5,4
21279,Fontaines-les-Sèches,1,1,1,1,2,1,1,1,2
21281,Fontenelle,1,1,1,1,4,2,1,1,4
21282,Forléans,1,1,1,1,4,1,1,1,2
21284,Francheville,1,1,2,1,3,1,4,1,4
21285,Franxault,1,1,1,1,4,2,2,1,4
21286,Frénois,1,1,1,1,3,1,2,1,3
21288,Frôlois,1,1,1,1,4,1,2,1,2
21290,Gemeaux,2,1,1,1,5,4,4,1,4
21291,Genay,1,1,2,1,4,3,3,1,4
21292,Genlis,4,5,4,3,5,5,5,1,4
21293,Gergueil,1,1,1,1,2,2,1,1,4
21294,Gerland,1,3,1,1,2,1,2,1,4
21295,Gevrey-Chambertin,3,5,4,3,5,4,4,1,5
21296,Gevrolles,1,1,1,1,2,1,1,1,5
21297,Gilly-lès-Cîteaux,2,4,1,1,5,4,4,1,3
21299,Gissey-sous-Flavigny,1,2,2,1,2,1,1,1,1
21300,Gissey-sur-Ouche,1,4,2,1,4,2,3,1,3
21301,Glanon,1,1,2,1,4,3,1,1,2
21302,Gomméville,1,1,1,1,1,2,1,1,5
21305,Grancey-sur-Ource,1,1,1,1,2,1,2,1,1
21306,Grenant-lès-Sombernon,1,1,1,1,4,1,1,1,1
21307,Grésigny-Sainte-Reine,1,4,1,1,2,1,2,1,3
21308,Grignon,1,1,1,1,4,1,1,1,1
21309,Griselles,1,1,1,1,3,1,1,1,1
21310,Grosbois-en-Montagne,1,1,3,1,4,1,1,1,2
21315,Hauteville-lès-Dijon,3,4,3,1,5,4,4,5,4
21316,Heuilley-sur-Saône,1,1,2,1,4,3,2,1,3
21317,Is-sur-Tille,3,5,4,4,5,5,5,1,4
21319,Izeure,2,1,1,1,4,4,4,1,3
21320,Izier,2,1,4,1,4,3,4,1,4
21321,Jailly-les-Moulins,1,1,1,1,3,1,1,1,2
21322,Jallanges,1,1,1,1,3,1,2,1,4
21323,Jancigny,1,4,1,1,4,1,1,1,1
21324,Jeux-lès-Bard,1,1,1,1,2,1,1,1,3
21325,Jouey,1,1,1,1,3,2,1,1,1
21327,Val-Mont,1,1,1,1,4,2,4,1,4
21327,Jours-en-Vaux,1,1,1,1,4,2,4,1,4
21328,Juillenay,1,1,1,1,3,1,2,1,5
21330,Labergement-Foigney,1,1,2,1,4,2,4,1,3
21331,Labergement-lès-Auxonne,1,1,1,1,2,3,4,1,3
21332,Labergement-lès-Seurre,3,4,3,1,5,4,3,1,3
21333,Labruyère,1,1,1,1,4,1,2,1,2
21334,Lacanche,2,4,2,1,4,2,4,1,1
21335,Lacour-d'Arcenay,1,1,1,1,4,1,1,1,2
21336,Laignes,2,4,2,1,5,4,4,1,1
21337,Lamarche-sur-Saône,3,4,3,1,5,4,4,1,3
21338,Lamargelle,1,1,1,1,4,4,1,1,1
21339,Lantenay,2,2,1,1,4,3,4,1,4
21340,Lanthes,1,1,1,1,4,1,1,1,2
21341,Lantilly,1,1,1,1,2,2,1,1,4
21342,Laperrière-sur-Saône,1,1,1,1,4,3,2,1,2
21343,Larrey,1,1,1,1,2,1,1,1,1
21344,Lechâtelet,1,1,1,1,2,1,1,1,4
21345,Léry,1,1,2,1,3,1,2,1,1
21346,Leuglay,1,1,1,1,3,2,3,1,2
21347,Levernois,1,1,4,1,4,2,4,3,4
21349,Liernais,2,4,3,1,4,4,4,1,1
21350,Lignerolles,1,1,1,1,3,1,1,1,5
21351,Longchamp,3,1,2,1,4,4,4,1,3
21352,Longeault-Pluvault,3,4,3,1,5,4,4,1,3
21352,Longeault,2,4,3,1,5,4,4,1,3
21353,Longecourt-en-Plaine,3,4,2,1,5,4,4,1,4
